template_version,data_version,visit_id,address,ward,cluster,old_boundary,new_boundary,boundaries_value,boundaries_comment,feederpatterns_value,feederpatterns_comment,eschoicesets_value,eschoicesets_comment,mschoicesets_value,mschoicesets_comment,msproximity_value,msproximity_comment,hslottery_value,hslottery_comment,setasides_value,setasides_comment
1.3,1.4,d499e74c-2d23-0faf-0a8a-614150e07c82,12XX 10TH STREET NW,Ward 2,Cluster 7,Thomson,Thomson,,,,,,,,,,,,,,
1.3,1.4,3d73649a-19bd-6d16-1910-9efa8b2d5a48,4XX 12TH STREET SE,Ward 6,Cluster 26,Watkins,Watkins,,,,,1,,1,,,,,,,
1.3,1.4,dfa76aa7-1193-cfb1-8830-d14e11ff1939,17XX TAYLOR STREET NW,Ward 4,Cluster 18,Powell,West,2,,1,"Removing access to Deal without providing a replacement of equal or superior quality is unacceptable. Like many other parents, we purchased our home many years ago based on school boundaries. I cannot imagine a greater harm that the DC government could deliberately do to our family than to simultaneously disenfranchise our children and lower the value of our single largest financial asset. ",1,,,,,,,,,
1.3,1.4,96683914-51ba-1ac2-8521-f0d6e0581513,14XX P STREET NW,Ward 2,Cluster 7,Ross,Ross,,,,,,,,,,,,,,
1.3,1.4,088d4002-da81-5d0e-9214-281cd78f37ca,17XX EVARTS STREET NE,Ward 5,Cluster 22,Langdon,Langdon,,,,,,,,,,,,,,
1.3,1.4,1c848590-9c52-ed2c-0105-5263f17b0065,2XX ASCOT PLACE NE,Ward 5,Cluster 21,Langley,Langley,,,,,,,,,,,,,,
1.3,1.4,9c5b1779-b531-b683-6a29-98f8cb0ea4ac,17XX 19TH STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.4,d4c86375-793a-c721-cac5-9089d9748885,16XX COLUMBIA ROAD NW,Ward 1,Cluster 1,"Cooke,H.D.","Cooke, H.D",,,,,,,,,,,,,,
1.3,1.4,ddf577a1-45b0-d10c-7593-c1676521b92b,36XX CHESAPEAKE STREET NW,Ward 3,Cluster 12,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,7XX 7TH STREET NW,Ward 2,Cluster 8,Thomson,Thomson,,,,,,,,,,,,,,
1.3,1.4,4132060c-a8ac-5f4e-af59-fa674ec0da01,35XX QUEBEC STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,1,,4,,3,,3,,1,,1,
1.3,1.4,89f8d9c6-da86-edb8-4bba-95414668ac2f,50XX EASTERN AVENUE NE,Ward 5,Cluster 19,LaSalle,Lasalle-Backus,,,,,,,,,,,,,,
1.3,1.4,218c5de8-af43-025b-7766-b82bb9a8071b,4XX 10TH STREET NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,3,,5,Very pleased to remain in the Stuart Hobson feeder.,4,,1,I prefer to have a guaranteed access to Stuart Hobson.,1,I prefer to have a guaranteed access to Stuart Hobson.,3,,3,
1.3,1.4,cf1ec060-59eb-72ed-74cc-615528d76f07,14XX F STREET NE,Ward 6,Cluster 25,Miner,Miner,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,68XX 4TH STREET NW,Ward 4,Cluster 17,Takoma,Takoma,,,,,,,,,,,,,,
1.3,1.4,94eb5436-cd28-4e9c-fdad-2d7d52c0249d,34XX 39TH STREET NW,Ward 3,Cluster 14,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.4,a8d37cc6-eafc-4062-62bc-d6c900008cc3,58XX NEBRASKA AVENUE NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,1,,1,,1,,1,,1,
1.3,1.4,42359cfe-7c3e-68a8-c427-0b592aff5e9b,48XX BUTTERWORTH PLACE NW,Ward 3,Cluster 11,Janney,Janney,3,,5,,1,I live where I live so that my kid can go to Janney and I think 1 assigned school makes more sense than 1 out of a lottery of 3. Where I could walk to school now I might have to drive which is what neighborhood assigned schools are in place to avoid. There is a sense of community living when your neighbors kids are all in the same school. This plan would be highly disruptive!,1,,1,,1,,1,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,44XX HARRISON STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,47XX 41ST STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,3296de43-1f71-c5df-9b74-a7d849947616,24XX 16TH STREET NW,Ward 1,Cluster 1,"Reed,Marie","Reed, Marie",,,,,,,,,,,,,,
1.3,1.4,95ea9235-6b31-461b-8a48-617d2ff2e211,17XX TAYLOR STREET NW,Ward 4,Cluster 18,Powell,West,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,44XX FESSENDEN STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,44XX FESSENDEN STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,86d0c138-5d72-f80a-c248-4c340e7ecf07,46XX WINDOM PLACE NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,2d6b2c65-1892-8176-d9fc-92718355e960,35XX 13TH STREET NW,Ward 1,Cluster 2,Raymond,Raymond,,,,,,,,,,,,,,
1.3,1.4,7ba11448-e863-ac67-68e6-c590eaf60ba3,19XX 13TH STREET NW,Ward 1,Cluster 3,Garrison,Garrison,1,,1,,,,3,,1,,5,,5,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,37XX CONNECTICUT AVENUE NW,Ward 3,Cluster 15,Hearst,Hearst,,,,,,,,,,,,,,
1.3,1.4,62d2d927-df3b-0e77-0de8-594edb268927,XX RANDOLPH PLACE NW,Ward 5,Cluster 21,Gage-Eckington,Seaton,1,"We are currently assigned to Langley Elementary School, which has some great facilities.  This plan would represent yet another shuffle, the 5th in the 13 years my son has been alive. It is difficult to trust DCPS will stick with any plan given that track record. 
",1,"To get to Cardozo High School from our house, we have to pass Dunbar High School, Banneker and McKinley High school. This makes no sense. ",2," Impossible to say what I will like because you are not telling me what I will get. I am happy that Cleveland Elementary school is in our choice set, because of the Spanish language program. However, given that we have no guarantee of getting in, it's no good. It does not represent a real return on my tax dollars or commitment to this city. ",2,"Again, can't trust my children to this proposed ""new school,"" which does not exist yet. DCPS has consistently shown a contempt for the children in our community through the constant shuffling. Just because they can get away with it does not make it right or equitable for our children. 
",1,"This a weak compromise and gives no guarantee of fairness or equity. McKinley Middle school is showing some promise because of the facilities. However, DCPS has not demonstrated a strong enough commitment to the families, and then that lack of trust is returned. Impossible to say what I will like because you are not telling me what I will get. ",1,"A citywide lottery is only fair if it is universally applied to each and every school in the city, starting from Pre-K, including ""speciality"" programs and charters. This is a cop-out and shows a lack of commitment, which is I think the real problem. You are trying to play the charter school game. Again, only fair if each and every person has the same chances. This half-way program is creating more confusion, more uncertainty, and frankly it is an appalling abnegation of the commitment to each and every child in the city. ",1,"Again,  impossible to say what I will like because you are still not telling me what I will get. What about the 80 percent of the kids who have to stay? Why not focus on creating positive community culture right there in the neighborhood? "
1.3,1.4,4cb353c3-eaa5-5b38-c0e7-193869f30b6d,41XX GARRISON STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,6594a86e-9410-25c2-a662-fb95626a1569,34XX MORRISON STREET NW,Ward 3,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,6594a86e-9410-25c2-a662-fb95626a1569,34XX MORRISON STREET NW,Ward 3,Cluster 10,Lafayette,Lafayette,5,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,12XX 23RD STREET NW,Ward 2,Cluster 5,Stevens,School Without Walls @ Francis-Stevens,,,,,,,,,,,,,,
1.3,1.4,31593008-5ef6-f3b0-1ea8-e6e3396b1d28,13XX PARK ROAD NW,Ward 1,Cluster 2,Tubman,Tubman,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,18XX 19TH STREET NW,Ward 2,Cluster 6,Adams,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,18XX 19TH STREET NW,Ward 2,Cluster 6,Adams,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.4,dcc01903-20d6-bab8-e361-b986c5923597,50XX 11TH STREET NE,Ward 5,Cluster 20,BunkerHill,Brookland @ Bunker Hill,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,47XX CONNECTICUT AVENUE NW,Ward 3,Cluster 12,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,47XX CONNECTICUT AVENUE NW,Ward 3,Cluster 12,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,dc2c1a5c-bc26-19a8-11c9-14c7b09f8418,10XX GIRARD STREET NE,Ward 5,Cluster 22,Brookland,Noyes,,,,,,,,,,,,,,
1.3,1.4,7969924c-6542-e8ec-cddc-9b5220975806,37XX T STREET NW,Ward 2,Cluster 4,Stoddert,Hyde-Addison,,,,,,,,,,,,,,
1.3,1.4,eb24039a-22ea-8c2a-ef47-5435e2325577,35XX 39TH STREET NW,Ward 3,Cluster 14,Eaton,Eaton,5,,1,,1,,1,,1,,1,,3,
1.3,1.4,9c91bdb7-9f6d-ecab-cef4-ad2742e77a80,15XX Q STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.4,cfff35b5-b513-e54e-1b31-0b49170e324b,43XX CHESAPEAKE STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,1,,1,,1,,1,,2,
1.3,1.4,8f81062a-587e-9c47-a1c1-0c99e9cd92e9,52XX WISCONSIN AVENUE NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,ec44342b-7fe3-2d7e-5795-ae5dac05a301,54XX 32ND STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,2,,1,"Hardy is almost four (4x) farther from our homes than Deal. (3.7 miles away vs. 1.0 miles). 
Communities are about communities.  About children being able to study with their neighbors. Please do not make my children and future children in our neighborhood travel 4x farther to go to Middle school. ",1,"Brightwood EC is almost twice as far from our home than Deal. (2.1 miles away vs. 1.0 miles). 
Communities are about communities.  About children being able to study with their neighbors. Please do not make my children and future children in our neighborhood travel 2x farther to go to Middle school. ",1,Communities are about communities.  About children being able to study with their neighbors. Please do not make our children spend their childhoods on buses travelling all over town.,5,Great idea.  
1.3,1.4,f622389e-4e92-19df-8cc4-8378776faf8d,47XX ALTON PLACE NW,Ward 3,Cluster 11,Janney,Janney,,,5,,2,,2,,2,,1,,4,
1.3,1.4,5e5e3a34-1744-4439-c714-2c360110a8a2,45XX Q LANE NW,Ward 3,Cluster 13,Key,Hyde-Addison,,,,,,,,,,,,,,
1.3,1.4,7bed04db-0785-3683-e85f-ab082e1a14d4,17XX HOBART STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.4,242ee77d-7fe1-46ac-e557-3f212a9e9c67,44XX TEXAS AVENUE SE,Ward 7,Cluster 33,Plummer,Plummer,,,,,,,,,,,,,,
1.3,1.4,f643096d-7163-abae-8507-d27c30ddb89c,38XX YUMA STREET NW,Ward 3,Cluster 11,Hearst,Hearst,,,,,,,,,,,,,,
1.3,1.4,8f81062a-587e-9c47-a1c1-0c99e9cd92e9,17XX 16TH STREET NW,Ward 2,Cluster 6,Garrison,Garrison,,,,,,,,,,,,,,
1.3,1.4,8f81062a-587e-9c47-a1c1-0c99e9cd92e9,39XX CONNECTICUT AVENUE NW,Ward 3,Cluster 12,Hearst,Hearst,,,,,,,,,,,,,,
1.3,1.4,db31616a-0819-b3b4-627c-9450a5958303,33XX MOUNT PLEASANT STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.4,db31616a-0819-b3b4-627c-9450a5958303,33XX MOUNT PLEASANT STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.4,8c1aff3d-93ea-e095-b0b0-fa246f5cff76,59XX 16TH STREET NW,Ward 4,Cluster 18,Brightwood,Brightwood,,,,,,,,,,,,,,
1.3,1.4,9f9e8e7a-63b8-1fa3-fd39-fa3add6653a2,31XX 18TH STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.4,ae242710-73d6-059e-c639-d0ee57c3f43f,21XX TUNLAW ROAD NW,Ward 3,Cluster 14,Stoddert,Stoddert,,,,,,,,,,,,,,
1.3,1.4,f86237d3-5117-cace-5ff8-2dfb3b947e5a,12XX C STREET NE,Ward 6,Cluster 25,Maury,Maury,3,,,,,,,,,,,,,
1.3,1.4,f86237d3-5117-cace-5ff8-2dfb3b947e5a,12XX C STREET NE,Ward 6,Cluster 25,Maury,Maury,3,"I could live with this, so long as controlled choice sets doesn't happen (lottery to see if I get Maury or two other schools).  If access to Maury isn't a right for my address, this changes to the very angry face with horns drawn on top, steam coming out of the ears, and holding a (flaming) pitchfork.",2,Eliot Hine and Eastern would have to improve considerably for me to consider them as options for my family.,1,Over my dead body.,2,"I don't know enough about this proposal to have a strong opinion.  I am interested in creative solutions to the middle school problem, but there needs to be some degree of reliability.  I suspect middle school choice sets would slow the pace of improvement of DC middle schools.",2,"Again, there needs to be reliability.  I believe without ill-considered interventions, Eliot-Hine will eventually become a solid middle school (though I would very much like the pace of that improvement to accelerate).  Parents can't just hope they get a good school in a lottery, and will instead make choices (charters, private, moving) that offer them greater certainty.",0,Same comments.,4,This seems like a reasonable way to improve access to better education for low income families.
1.3,1.4,b43ce4a5-9ffc-7fcf-9620-f348487bbb5f,44XX 13TH STREET NE,Ward 5,Cluster 20,BunkerHill,Brookland @ Bunker Hill,3,"It's not a change for us, but I would be concerned if I lived in the western area south of Hawaii Ave, for the school is not very accessible to this area.",2,"Although the middle school stays the same, I am very disappointed at potentially being shifted to Dunbar from Coolidge.  I would let my child go to Dunbar.",4,"This would be good for us, because Burroughs seems a better option than our direct feeder Brookland EC.  If this option existed, and my child did not get into Burroughs, I would probably remove him from DCPS.",4,"Since Brookland is not a desirable middle school, having an easy way to improve upon it is good.  As above, I would not let my child go to middle school at Brookland, so failing to get into a better school would probably lead me to remove him from DCPS.",4,See above.,2,DC has only a few acceptable high schools.  I understand the argument that all students should have an opportunity to go to these; but I suspect that lotteries would cause these schools to become worse.  This concern leads to my general feeling about DCPS school reform:  that the only solution is to make every school good enough that the neighborhood will not abandon it.,2,Same as above.
1.3,1.4,4f45e98f-ac5a-a54f-4a29-69bd3d50ec75,6XX ASPEN STREET NW,Ward 4,Cluster 17,Takoma,Takoma,,,,,,,,,,,,,,
1.3,1.4,58d4c3f8-2bfc-fd26-5224-215f96ad52c2,45XX LOWELL STREET NW,Ward 3,Cluster 13,Mann,Mann,,,,,,,,,,,,,,
1.3,1.4,aa4f026f-3a9f-f57d-5cc1-d03580f0d79a,25XX 17TH STREET NW,Ward 1,Cluster 1,"Cooke,H.D.","Cooke, H.D",,,,,,,,,,,,,,
1.3,1.4,aa4f026f-3a9f-f57d-5cc1-d03580f0d79a,25XX 17TH STREET NW,Ward 1,Cluster 1,"Cooke,H.D.","Cooke, H.D",3,,1,Wilson-->Cardozo is a terrible results for us. We would never send our child to Cardozo.,4,It used to be that Oyster was part of this choice set. Why has it been moved?,2,Need more stand-alone middle schools. Current options are education campuses and are not okay.,1,"These two middle schools are both education campuses, and bad ones at that. I would not send my child there, and there should be a strong stand-alone middle school option for everyone.",1,This is a terrible idea. People should not have to travel across town to go to high school unless they choose to do so for a charter or OOB DCPS.,5,This is a great idea. People who are in low-performing schools should have other options.
1.3,1.4,58d4c3f8-2bfc-fd26-5224-215f96ad52c2,36XX MACOMB STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.4,dc19ac91-5801-f958-85a6-ee30fb874414,17XX HARVARD STREET NW,Ward 1,Cluster 1,"Cooke,H.D.","Cooke, H.D",1,,1,,4,,3,,2,,4,,5,
1.3,1.4,3863522c-cb8d-c43e-f5df-ad063c11cbb1,53XX AMES STREET NE,Ward 7,Cluster 33,Burrville,Drew,3,,3,,3,,3,,3,,1,,1,
1.3,1.4,123ed730-cd38-f506-b848-a5062091351c,33XX 18TH STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.4,123ed730-cd38-f506-b848-a5062091351c,33XX 18TH STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.4,dcc3bc5f-a46a-bc51-abc0-97bbe9d3b52c,54XX BROAD BRANCH ROAD NW,Ward 3,Cluster 10,Lafayette,Lafayette,5,,5,,2,,2,,1,,5,,3,
1.3,1.4,d02ea96d-70cd-821a-dc98-5e7aa99d36a7,26XX BRENTWOOD ROAD NE,Ward 5,Cluster 24,Langdon,Langdon,,,,,,,,,,,,,,
1.3,1.4,cfc38347-0e99-91ba-8fc6-a81867e161e3,14XX POTOMAC AVENUE SE,Ward 6,Cluster 26,Watkins,Watkins,,,,,,,,,,,,,,
1.3,1.4,d02ea96d-70cd-821a-dc98-5e7aa99d36a7,26XX BRENTWOOD ROAD NE,Ward 5,Cluster 24,Langdon,Langdon,,,,,,,,,,,,,,
1.3,1.4,723ae936-9bd8-59a4-14b1-87d2198507b3,46XX FESSENDEN STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,723ae936-9bd8-59a4-14b1-87d2198507b3,46XX FESSENDEN STREET NW,Ward 3,Cluster 11,Janney,Janney,3,,4,"Children should have the right to go to a quality neighborhood school, that is a walkable distance from home. ",1,"This would create needless traffic with families who now walk or bike to school having to travel farther, and it would be dangerous for younger children having to cross major roads if their school was farther away. ",1,"Rather than making kids spend more time in transit going to/from a school that is farther away, those hours could be better spent with extra instruction or free time. ",0,"All children should have a quality middle school near their home, there is no reason to mix kids up and send them all over the place. This will cause disruption with traffic, and also with carpooling with neighborhood families for school pickup and extra curricular activities. Parents who rely on school pick up by neighbors and friends at school will have less ability to do that if their child is farther away, attending school with kids who don't live near their home. ",0,"This could require my child to travel a significant distance to get to a high school. This could therefore affect his ability to play sports and other activities as the transit time to get back home could be significant. I don't want my child spending an hour on a bus in traffic to get to a school across town, we will move to Montgomery County. Has the city considered how much this would increase costs for the additional metro and bus trips that would have to be paid for, where many kids now can simply walk. If every kid had a good school nearby, people wouldn't even be  talking about bussing kids all over. Fix the schools that are broken. And make Charter schools take neighborhood kids, so there's less cream skimming. ",0,"What if the set aside pushes a school over capacity? How would DCPS handle that? Would neighborhood kids be kicked out? I can see justification for some children needing to go to a non-neighborhood school (parent works across town in that area, for example, or a specialized school with language instruction or some such thing) but if each neighborhood school is adequate, this issue of people wanting to traipse across town will likely be minimized for most kids. Who wants to spend more time traveling to get to/from school than is necessary?"
1.3,1.4,35a7df91-368d-2d59-bae2-5b98a4043b85,16XX IRVING STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.4,35a7df91-368d-2d59-bae2-5b98a4043b85,16XX IRVING STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,5,It never made sense to me that the kids who live on the other side of our street (Irving St NW) go to Bancroft and the kids on our side of the street go to HD Cooke.  The new proposed boundaries make much more sense.,5,,2,,3,,2,,2,,3,
1.3,1.4,f8b9815f-c78b-ed8a-6e04-5694032748b3,38XX ALTON PLACE NW,Ward 3,Cluster 11,Janney,Hearst,,,,,,,,,,,,,,
1.3,1.4,b5a14ede-6f8f-793a-0325-5241fe01b9c5,1XX 16TH STREET NE,Ward 6,Cluster 26,Maury,Maury,4,,3,,2,Lumping together 3 good schools with 1 that isn't doesn't address the issue of quality at that one school.,3,,1,The proximity to my currently assigned middle school is the one thing that makes me willing to overlook its not being ranked very well. I would not be happy if my children had to go to a school that wasn't good and wasn't very convenient to get to either.,2,,2,I think low-performing schools should just be improved rather enticing good students to leave.
1.3,1.4,22f29728-8af9-e656-c117-2e8ab1763889,16XX NEWTON STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,4,,5,,2,,4,,1,,2,,3,
1.3,1.4,9eb5b4aa-67fa-3ba6-e7fa-3d0058b726a6,15XX D STREET NE,Ward 6,Cluster 25,Maury,Maury,1,,2,Stuart Hobson is closer to Maury than Eliot,2,,4,,1,,1,,3,
1.3,1.4,61ddfaa6-d702-60a7-1406-3673fdd7a9ea,33XX RITTENHOUSE STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,1,I'd love to see the data and analysis that suggest that the child population is going to decline by 469 in 3 years. ,4,"Why are the data in the visualization tool of the feeder pattern from 2011-12? Surely the District has data for 2012-13? Also, the tool only showed the simple N of students moving from Lafayette to Deal. That's a big part of the story. Another important part is that it's about 95% of kids. That should suggest that over time, most kids who go to Lafayette, almost all kids, that is, will go on to Deal. (You should also note that there's very little attrition from K to 5 at Lafayette.) That matters.",0,"I'm not crazy about the choice set idea generally. People want certainty and no one prefers travel to a good neighborhood school. But this case is just silly. Who is served by shuffling kids among Janney, Lafayette, and Murch? This serves absolutely no purpose. Brightwood, Shepard, and Takoma are probably about as close to most of Lafayette as Janney. (I need to check a map.) Some cluster of Lafayette and those schools and perhaps Murch would make much more sense. Or Murch, Hearst, and Eaton (which isn't much better than Lafayette, Janney, and Murch). I don't like the cluster idea, but if you're going to consider, consider one that would accomplish something beyond creating massive inefficiencies.",1,"Again, think choice sets don't solve the problem. It's not a zero sum game. Create more quality schools and people will flock to them. Don't just shuffle kids around. I'd be happy to have a kid at Hardy. But why travel further to Hardy when Deal is closer? Silly choice set.",1,"don't like choice sets, as said repeatedly above. This one makes more sense than Deal and Hardy. Does Brightwood have the capacity to take 100 kids from Lafayette? Looks small from the outside.",1,"Great way to drive families to MD and VA. This is a monumentally bad idea. DC has an opportunity that is unique in America. We can have a thriving charter sector and great neighborhood schools. Why would anyone want to blow that up? Show me one city in which most people send their kids to their neighborhood public school? There isn't one. Except DC. Wards 2 and 4 are ripe for creating a sort of educational utopia of socio-economically and racially diverse, high quality neighborhood schools. Invest in them. Get people to bring their kids back home from across the park, save all that driving and bus time so kids can use the time more productively at great schools near home.",0,"So would this mean that the students in seats that are ""set aside"" will bump neighborhood kids? Or does it mean that every overcapacity neighborhood school, like Lafayette, will just be 10% larger? So instead of being at 700 kids and stuffed to the brim, it'll be 770 kids? Gotta say, I don't understand how that makes any sense. I get that kids in bounds for lousy schools need options. Rationing quality education as we do now by income/wealth is wrong. This isn't the solution. The solution is to create more quality schools."
1.3,1.4,a4696dda-045f-f31b-2d0a-54745f5ff40f,10XX E STREET NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,1,"There is likely a reason that there are low in-boundary participation rates for this school, and DCPS should be forced to consider that.",2,,5,,,,,,,,,
1.3,1.4,1ec3b014-4529-4053-76eb-b91d7ddec55b,18XX KILBOURNE PLACE NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.4,1ec3b014-4529-4053-76eb-b91d7ddec55b,18XX KILBOURNE PLACE NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,,,,,,,,,,,,
1.3,1.4,25d81eb6-fae9-cca7-a3c5-6e5fe942859a,12XX 23RD STREET NW,Ward 2,Cluster 5,Stevens,School Without Walls @ Francis-Stevens,,,,,,,,,,,,,,
1.3,1.4,22f29728-8af9-e656-c117-2e8ab1763889,16XX PENNSYLVANIA AVENUE NW,Ward 2,,Stevens,School Without Walls @ Francis-Stevens,,,,,,,,,,,,,,
1.3,1.4,3601a065-6f40-2730-4305-8732fd13cd68,64XX 33RD STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,2,,1,,1,,1,,3,
1.3,1.4,693f1693-b869-c75c-21ae-d3d080a02083,27XX CORTLAND PLACE NW,Ward 3,Cluster 15,Eaton,Eaton,5,,5,,1,,1,,2,,1,,1,
1.3,1.4,195adb86-a5b0-3f19-0a51-0560b6541304,43XX CHESAPEAKE STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,8027bec4-741d-a57a-b90b-639e9b4a32dd,18XX MONROE STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,4,,4,,1,"We live one block from Bancroft and would not want to ""travel"" to another school.  Could consider preference based on location from school as a factor in the lottery.",3,,1,,2,,3,
1.3,1.4,a8a20f09-ab70-9d7a-e552-3dc26aecb566,44XX 46TH STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,1ec3b014-4529-4053-76eb-b91d7ddec55b,37XX JENIFER STREET NW,Ward 3,Cluster 10,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,77048864-ce77-28b9-3d43-a8e5fab2c096,16XX Q STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.4,6c061fa7-b7de-fd8a-5b3c-af746900c599,28XX NORTH GLADE STREET NW,Ward 3,Cluster 13,Key,Key,,,3,,1,,4,,5,,1,,,
1.3,1.4,e5f8174f-d375-ac59-1157-2876fa0c4cc3,43XX CHESAPEAKE STREET NW,Ward 3,Cluster 11,Janney,Janney,1,,1,,1,,1,,,,1,,1,
1.3,1.4,6fefae39-f17e-8752-91f3-02e9f5688de7,16XX HOLBROOK STREET NE,Ward 5,Cluster 23,Webb,Wheatley,1,,2,"My daughter is currently attending Peabody (one of the cluster schools), which she won through the lottery.  My children should be allowed to attend the school as it is within our current boundary.  The opportunities at Peabody, compared to other schools the ""proposed boundary"" are excellent.  I want her to continue to have great opportunities.  It is clear that people who are not affected by lotteries or the boundaries feel strongly by the proposed changes.  However, my children have benefited from the lottery. ",2,What are parents to do if none of the schools in the assigned choice set are desired?  ,3,I am interested to see how this plan will be developed.,,,3,We chose to enter the lottery for our teenage daughter so that she would have access to a high school that would challenge her.  I think giving parents a choice actually works.  Each high school in the lottery requests essays and other items from the applicants. ,0,"I stated earlier, that the purpose of the lottery, allows students to apply to different schools.  Under the new guidelines, all of the schools in our proposed feeder patter are low performing, and this is not ideal for the growth of my children.  All children deserve equal access to a proper education."
1.3,1.4,f40a1b73-596d-4003-15ac-ad06031a7b92,19XX 17TH STREET NW,Ward 2,Cluster 6,"Reed,Marie","Reed, Marie",1,,3,,3,,3,,4,,3,,3,
1.3,1.4,fc41f9e2-43fc-54f1-bcf7-de5e8b77d0c7,4XX G STREET SE,Ward 6,Cluster 26,Brent,Brent,5,,,,,,,,,,,,,
1.3,1.4,8c1df29d-9dab-708a-d7ab-c435a4e627fa,XX ADAMS STREET NW,Ward 5,Cluster 21,Gage-Eckington,Cleveland,,,,,,,,,,,,,,
1.3,1.4,f3da235b-8618-dab8-c38e-47aef412ccd2,4XX AVA WAY NE,Ward 5,Cluster 20,Brookland,Brookland @ Bunker Hill,,,,,,,,,,,,,,
